id,nombre,nombre_generico_en,sinonimos,estado,candidato_codigo,candidato_nombre,score,candidatos
704,Cepa Similar A A/astrakhan/3212/2020 (h5n8) (cber-rg8a),Influenza A Virus A/astrakhan/3212/2020 (h5n8) Antigen,,sin_candidato,,,,[]
705,Cerio Nitrato,Ceric Oxide,,sin_candidato,,,,[]
709,Cetiltrimetilamonio,,,sin_candidato,,,,[]
713,Ceto Fenilalanina Calcica,Phenylalanine,,sin_candidato,,,,[]
714,Ceto Isoleucina,Isoleucine,,sin_candidato,,,,[]
715,Ceto Isoleucina Calcica,Isoleucine,,sin_candidato,,,,[]
716,Ceto Leucina,Leucine,,sin_candidato,,,,[]
717,Ceto Leucina Calcica,Calcium Carbimide,,sin_candidato,,,,[]
718,Ceto Valina,Valine,,sin_candidato,,,,[]
719,Ceto Valina Calcica,Calcium Carbimide,,sin_candidato,,,,[]
721,Chelidonia Majus,Chelidonium Majus Extract,,sin_candidato,,,,[]
722,Chelidonium Majus,Chelidonium Majus Extract,,sin_candidato,,,,[]
723,Chumbera,,,sin_candidato,,,,[]
730,Ciclohexanohexilmexafosfato,,,sin_candidato,,,,[]
731,Ciclohexilbenzotiazil Sulfenamida,N-oxydiethylene-2-benzothiazole Sulfenamide,,sin_candidato,,,,[]
739,Cilantro,Cilantro Extract,,sin_candidato,,,,[]
740,Cilantro Exto Liquido,Cilantro Extract,,sin_candidato,,,,[]
742,Cilastatina Sodica,Cilastatin,,sin_candidato,,,,[]
748,Cimebrina,,,revisar,C01AC03,Cimarina,0.778,"[{""codigo"":""C01AC03"",""nombre"":""Cimarina"",""score"":0.778}]"
749,Cimicifuga Racemosa,Black Cohosh Extract,,sin_candidato,,,,[]
750,Cimicifuga Racemosa Exto Seco,Black Cohosh Extract,,sin_candidato,,,,[]
753,Cinamaldehido,Cinnamic Aldehyde,,sin_candidato,,,,[]
754,Cinamilico Alcohol,Ethanol,,revisar,S01XA98,Polivinilico alcohol,0.75,"[{""codigo"":""S01XA98"",""nombre"":""Polivinilico alcohol"",""score"":0.75}]"
761,Cinnamomum Zeylanicum Corteza,"Cinnamon Oil, Leaf",,sin_candidato,,,,[]
762,Cinnarizina,Cinnarizine,,auto,N07CA02,Cinarizina,0.909,"[{""codigo"":""N07CA02"",""nombre"":""Cinarizina"",""score"":0.909}]"
774,Cisteamina,Cysteamine,,sin_candidato,,,,[]
776,Cistina,Cystine,,revisar,A07AA10,Colistina,0.778,"[{""codigo"":""A07AA10"",""nombre"":""Colistina"",""score"":0.778},{""codigo"":""J01XB01"",""nombre"":""Colistina"",""score"":0.778}]"
783,Citidina-5-monofosfato Disodio,,,sin_candidato,,,,[]
784,Citisina,Cytisine,,sin_candidato,,,,[]
786,Citosina Arabinosido,Cytosine,,sin_candidato,,,,[]
787,Citrato Acido Sodio,Ganciclovir Sodium,,revisar,B05CB02,Citrato de sodio,0.762,"[{""codigo"":""B05CB02"",""nombre"":""Citrato de sodio"",""score"":0.762}]"
788,Citrato Magnesio,,,sin_candidato,,,,[]
789,Citrato Potasio,Potassium,,sin_candidato,,,,[]
790,Citrato Sodico Dihidrato,Mentha Aquatica Var. Citrata Leaf Extract,,revisar,B03AB01,Ferrico sodico citrato,0.852,"[{""codigo"":""B03AB01"",""nombre"":""Ferrico sodico citrato"",""score"":0.852},{""codigo"":""B05CB02"",""nombre"":""Citrato de sodio"",""score"":0.796}]"
791,Citrato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
792,Citrato Trisodio,Trisodium Citrate,,sin_candidato,,,,[]
794,Citrico Acido Anhidro,Citric Acid,,revisar,A09AB04,Acido citrico,0.857,"[{""codigo"":""A09AB04"",""nombre"":""Acido citrico"",""score"":0.857}]"
795,Citrico Acido Monohidrato,Citric Acid,,revisar,A09AB04,Acido citrico,0.758,"[{""codigo"":""A09AB04"",""nombre"":""Acido citrico"",""score"":0.758}]"
796,Citrina,Callistemon Citrinus Pollen Extract,,revisar,C01AC03,Cimarina,0.75,"[{""codigo"":""C01AC03"",""nombre"":""Cimarina"",""score"":0.75}]"
797,Citrulina,Citrulline,,sin_candidato,,,,[]
798,Citrulina Malato,Citrulline Malate,,sin_candidato,,,,[]
799,Citrus Bergamia,Citrus Bergamia Leaf Oil,,sin_candidato,,,,[]
804,Clavo,,,sin_candidato,,,,[]
805,Clavulanato Potasio,Potassium,,sin_candidato,,,,[]
806,Clavulanato Potasio Diluido Con Celulosa Microcristalina,Ak-con,,sin_candidato,,,,[]
807,Clavulanato Potasio Diluido Con Silice Coloidal Hidratada,Ak-con,,sin_candidato,,,,[]
808,Clavulanico Acido,Clavulanic Acid,,revisar,A16AA05,Acido carglumico,0.773,"[{""codigo"":""A16AA05"",""nombre"":""Acido carglumico"",""score"":0.773},{""codigo"":""C05CA93"",""nombre"":""Flavodico acido"",""score"":0.773},{""codigo"":""D03AX05"",""nombre"":""Acido hialuronico"",""score"":0.773}]"
821,Clocinizina Dihidrocloruro,Clocinizine,,sin_candidato,,,,[]
839,Clorazepato Dipotasio,Clorazepate,,sin_candidato,,,,[]
840,Clorazepico Acido,Iocetamic Acid,,revisar,A09AB03,Acido clorhidrico,0.818,"[{""codigo"":""A09AB03"",""nombre"":""Acido clorhidrico"",""score"":0.818},{""codigo"":""B05XA13"",""nombre"":""Acido clorhidrico"",""score"":0.818},{""codigo"":""M05BA02"",""nombre"":""Acido clodronico"",""score"":0.773}]"
841,Clorcinazina,,,revisar,R06AE04,Clorciclizina,0.769,"[{""codigo"":""R06AE04"",""nombre"":""Clorciclizina"",""score"":0.769},{""codigo"":""R06AB04"",""nombre"":""Clorfenamina"",""score"":0.75},{""codigo"":""S01GX91"",""nombre"":""Clorfenamina"",""score"":0.75}]"
844,Cloretona,,,revisar,L01AA05,Clormetina,0.8,"[{""codigo"":""L01AA05"",""nombre"":""Clormetina"",""score"":0.8},{""codigo"":""M01AA05"",""nombre"":""Clofezona"",""score"":0.778},{""codigo"":""M02AA03"",""nombre"":""Clofezona"",""score"":0.778}]"
853,Clorhistapiridamina,,,sin_candidato,,,,[]
861,Cloroprofenpiridamida,,,sin_candidato,,,,[]
865,Clorpiprazina,Clospirazine,,revisar,D04AA09,Cloropiramina,0.769,"[{""codigo"":""D04AA09"",""nombre"":""Cloropiramina"",""score"":0.769},{""codigo"":""N05AA01"",""nombre"":""Clorpromazina"",""score"":0.769},{""codigo"":""N05AX15"",""nombre"":""Cariprazina"",""score"":0.769}]"
873,Cloruro De Hierro (iii) Hexahidrato,Methylene Blue,,sin_candidato,,,,[]
875,Clostridiopeptidasa,Collagenase Clostridium Histolyticum,,sin_candidato,,,,[]
876,"Clostridium Tetani, Toxoide","Tetanus Toxoid Vaccine, Inactivated",,sin_candidato,,,,[]
882,Coal Tar,Coal Tar,,sin_candidato,,,,[]
884,Cobalto Cloruro,Cobalt,,sin_candidato,,,,[]
887,Cobre Carbonato,Copper,,sin_candidato,,,,[]
888,Cobre Cloruro Dihidrato,Copper,,sin_candidato,,,,[]
889,Cobre Sulfato Pentahidrato,Copper,,revisar,V03AB20,Sulfato de cobre,0.75,"[{""codigo"":""V03AB20"",""nombre"":""Sulfato de cobre"",""score"":0.75}]"
890,Cocarbina,,,revisar,N01BC01,Cocaina,0.778,"[{""codigo"":""N01BC01"",""nombre"":""Cocaina"",""score"":0.778},{""codigo"":""R02AD03"",""nombre"":""Cocaina"",""score"":0.778},{""codigo"":""S01HA01"",""nombre"":""Cocaina"",""score"":0.778}]"
891,Cocarboxilasa,Thiamine Pyrophosphate,,sin_candidato,,,,[]
892,Cocarboxilasa Tetrahidrato,Thiamine Pyrophosphate,,sin_candidato,,,,[]
896,Coenzima B1,Thiamine,,sin_candidato,,,,[]
897,Coenzima B12,Cobamamide,,sin_candidato,,,,[]
898,Cola De Caballo,,,sin_candidato,,,,[]
899,Cola Raton,,,sin_candidato,,,,[]
905,Colico Acido,Iocetamic Acid,,revisar,A05AA03,Acido colico,1,"[{""codigo"":""A05AA03"",""nombre"":""Acido colico"",""score"":1},{""codigo"":""B03BB01"",""nombre"":""Acido folico"",""score"":0.917},{""codigo"":""S02AA03"",""nombre"":""Acido borico"",""score"":0.833}]"
906,Colina Citidin-5-difosfato,Citicoline,,sin_candidato,,,,[]
907,Colistimetato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
908,Colleja,,,sin_candidato,,,,[]
909,Colofonia,Rosin,,sin_candidato,,,,[]
910,Complejo Coagulante Antiinhibidor,Anti-inhibitor Coagulant Complex,,sin_candidato,,,,[]
914,Concentrado De Protombina Activada,,,sin_candidato,,,,[]
916,Condroitina,,,sin_candidato,,,,[]
917,Condroitina Sulfato Sodio,Ganciclovir Sodium,,revisar,A06AD13,Sulfato de sodio,0.758,"[{""codigo"":""A06AD13"",""nombre"":""Sulfato de sodio"",""score"":0.758},{""codigo"":""A12CA02"",""nombre"":""Sulfato de sodio"",""score"":0.758}]"
919,Conjugado Haemophilus Influenzae Prp-neisseria Meningitidis Ompc,,,sin_candidato,,,,[]
920,Conjugado Prp-ompc,Haemophilus Capsular Oligosaccharide / Neisseria Meningitidis,,sin_candidato,,,,[]
921,Coriandro,Cilantro Extract,,sin_candidato,,,,[]
922,Coriandro Sativum,Coriandrum Sativum Whole Extract,,sin_candidato,,,,[]
926,Cosintropina,Cosyntropin,,sin_candidato,,,,[]
927,Cosmolina,,,sin_candidato,,,,[]
928,Crataegus Oxiacanta-crataegus Monogina,Crataegus Extract,,sin_candidato,,,,[]
929,Crataegus Oxyacantha,,,sin_candidato,,,,[]
930,Crataegus Oxyacantha Exto Seco,,,sin_candidato,,,,[]
932,Crecimiento Hormona,Parathyroid Hormone,,sin_candidato,,,,[]
933,Crisantaspasa,Asparaginase Erwinia Chrysanthemi,,sin_candidato,,,,[]
935,Cromato Cr-51  Sodio,Sodium Chromate Cr51,,sin_candidato,,,,[]
936,Cromo Cloruro Hexahidrato,Chromium,,sin_candidato,,,,[]
940,Curcuma,Turmeric Extract,,sin_candidato,,,,[]
941,Curcuma Exto Seco,Turmeric Extract,,sin_candidato,,,,[]
942,Cynara Scolymus L.,Cynara Scolymus Whole Extract,,sin_candidato,,,,[]
943,Cynara Scolymus L. Extracto Seco,Cynara Scolymus Whole Extract,,sin_candidato,,,,[]
944,Cynodon Dactylon,Cynodon Dactylon Extract,,sin_candidato,,,,[]
958,Damoctocog Alfa Pegol,Damoctocog Alfa Pegol,,sin_candidato,,,,[]
987,Davesomeran,,,sin_candidato,,,,[]
988,D-b-b-dimetilcisteina,,,sin_candidato,,,,[]
990,D-camfor,,,sin_candidato,,,,[]
992,Decicaina,,,revisar,L01BC08,Decitabina,0.8,"[{""codigo"":""L01BC08"",""nombre"":""Decitabina"",""score"":0.8}]"
1003,Dehidroepiandrosterona,Prasterone,,sin_candidato,,,,[]
1009,Delta 9 Tetrahidrocannabinol,Dronabinol,,sin_candidato,,,,[]
1014,"Dengue Virus, Vivo Atenuado Serotipo 1",,,sin_candidato,,,,[]
1015,"Dengue Virus, Vivo Atenuado Serotipo 2",,,sin_candidato,,,,[]
1016,"Dengue Virus, Vivo Atenuado Serotipo 3",,,sin_candidato,,,,[]
1017,"Dengue Virus, Vivo Atenuado Serotipo 4",,,sin_candidato,,,,[]
1020,Dequalinio,Dequalinium,,sin_candidato,,,,[]
1028,Desoxicolico Acido,Iocetamic Acid,,auto,D11AX24,Acido desoxicolico,1,"[{""codigo"":""D11AX24"",""nombre"":""Acido desoxicolico"",""score"":1},{""codigo"":""A05AA02"",""nombre"":""Acido ursodesoxicolico"",""score"":0.875},{""codigo"":""A05AA01"",""nombre"":""Acido quenodesoxicolico"",""score"":0.853}]"
1052,Dextroamfetamina,Dextroamphetamine,,revisar,N06BA02,Dexanfetamina,0.75,"[{""codigo"":""N06BA02"",""nombre"":""Dexanfetamina"",""score"":0.75}]"
1055,Dextrosa,Glucose,,sin_candidato,,,,[]
1056,Dha,Docosahexaenoic Acid,,sin_candidato,,,,[]
1060,Diacetoxi-difenil-piridilmetano,,,sin_candidato,,,,[]
1061,Diafenilsulfona,Dapsone,,sin_candidato,,,,[]
1062,Diatrizoico Acido,Diatrizoic Acid,,auto,V08AA01,Acido diatrizoico,1,"[{""codigo"":""V08AA01"",""nombre"":""Acido diatrizoico"",""score"":1},{""codigo"":""V08AA02"",""nombre"":""Acido metrizoico"",""score"":0.864},{""codigo"":""V08AA07"",""nombre"":""Acido acetrizoico"",""score"":0.864}]"
1064,Dibencocida,,,sin_candidato,,,,[]
1065,Dibencozamida,,,sin_candidato,,,,[]
1066,Dibenzotiazil Disulfida,"2,2'-dithiobisbenzothiazole",,sin_candidato,,,,[]
1067,Dibotermina Alfa,,,revisar,H01AB01,Tirotropina alfa,0.773,"[{""codigo"":""H01AB01"",""nombre"":""Tirotropina alfa"",""score"":0.773}]"
1069,Dibucaina,Dibucaine,,sin_candidato,,,,[]
1070,Diciclomina,Dicyclomine,,revisar,A03AA07,Dicicloverina,0.769,"[{""codigo"":""A03AA07"",""nombre"":""Dicicloverina"",""score"":0.769}]"
1077,Diclorobencilico Alcohol,Dichlorobenzyl Alcohol,,auto,R02AA03,Alcohol diclorobencilico,1,"[{""codigo"":""R02AA03"",""nombre"":""Alcohol diclorobencilico"",""score"":1}]"
1078,Dicloro-oxiquinaldina,Dicloran,,sin_candidato,,,,[]
1080,Difasin,,,sin_candidato,,,,[]
1085,Difenilguanidina,Diphenylguanidine,,sin_candidato,,,,[]
1087,Difenilmetoxi-8-isopropilnortropano,,,sin_candidato,,,,[]
1088,Difenilmetoxi-8-isopropilnortropano Mesilato,Doxazosin 8 Mg Oral Tablet,,sin_candidato,,,,[]
1089,Difilina,,,revisar,R03DA10,Bufilina,0.75,"[{""codigo"":""R03DA10"",""nombre"":""Bufilina"",""score"":0.75}]"
1106,Dihidrohidroxicodeinona,Oxycodone,,sin_candidato,,,,[]
1110,Dihidroxisuccinico Acido,Iocetamic Acid,,revisar,D03AX17,Acido diperoxoclorico,0.75,"[{""codigo"":""D03AX17"",""nombre"":""Acido diperoxoclorico"",""score"":0.75},{""codigo"":""L01XX85"",""nombre"":""Acido idroxioleico"",""score"":0.75}]"
1122,Dipentametilenetiuramio Disulfuro,Dipentamethylenethiuram Disulfide,,sin_candidato,,,,[]
1124,Dipirona,,,revisar,N06AX19,Gepirona,0.75,"[{""codigo"":""N06AX19"",""nombre"":""Gepirona"",""score"":0.75}]"
1130,Dobesilico Acido,Dobesilic Acid,,revisar,A05AA04,Acido obeticolico,0.818,"[{""codigo"":""A05AA04"",""nombre"":""Acido obeticolico"",""score"":0.818},{""codigo"":""C03CC02"",""nombre"":""Acido tienilico"",""score"":0.8},{""codigo"":""V08AC05"",""nombre"":""Acido iobenzamico"",""score"":0.773}]"
1136,Dodecilsulfato,Sodium Dodecyl Sulfate,,sin_candidato,,,,[]
1163,D-pantenol,Dexpanthenol,,sin_candidato,,,,[]
1167,Drosera,,,sin_candidato,,,,[]
1168,Drosera Rotundifolia,Drosera Rotundifolia Flowering Top Extract,,sin_candidato,,,,[]
1169,Drosera Tintura,,,sin_candidato,,,,[]
1170,Drosera Tintura Madre,,,sin_candidato,,,,[]
1181,Eburnamonina,,,sin_candidato,,,,[]
1182,Echinacea Angustifolia,Echinacea Angustifolia Extract,,sin_candidato,,,,[]
1183,Echinacea Angustifolia Exto Seco,Echinacea Angustifolia Extract,,sin_candidato,,,,[]
1184,Echinacea Angustifolia Tintura Madre,Echinacea Angustifolia Extract,,sin_candidato,,,,[]
1191,Edotreotida,Edotreotride,,sin_candidato,,,,[]
1195,Edtaciclina,,,revisar,J01AA05,Metaciclina,0.818,"[{""codigo"":""J01AA05"",""nombre"":""Metaciclina"",""score"":0.818},{""codigo"":""A01AB13"",""nombre"":""Tetraciclina"",""score"":0.75},{""codigo"":""D06AA04"",""nombre"":""Tetraciclina"",""score"":0.75}]"
1196,Efanesoctocog Alfa,"Antihemophilic Factor (recombinant), Fc-vwf-xten Fusion Protein",,revisar,B02BD14,Susoctocog alfa,0.808,"[{""codigo"":""B02BD14"",""nombre"":""Susoctocog alfa"",""score"":0.808}]"
1203,Efmoroctocog Alfa,Efmoroctocog Alfa,,revisar,B02BD14,Susoctocog alfa,0.792,"[{""codigo"":""B02BD14"",""nombre"":""Susoctocog alfa"",""score"":0.792}]"
1209,Elasomeran,"Sars-cov-2 (covid-19) Vaccine, Mrna-1273",,sin_candidato,,,,[]
1240,Enzima De Streptococcus Pyogenes (hmed-ides) Recombinante Que Degrada Igg,,,sin_candidato,,,,[]
1252,Epoetina Dseta (epoetin Zeta),,,revisar,B03XA03,Metoxi propilenglicol epoetina beta,0.806,"[{""codigo"":""B03XA03"",""nombre"":""Metoxi propilenglicol epoetina beta"",""score"":0.806}]"
1253,Epoetina Zeta (epoetin Theta),,,revisar,B03XA03,Metoxi propilenglicol epoetina beta,0.806,"[{""codigo"":""B03XA03"",""nombre"":""Metoxi propilenglicol epoetina beta"",""score"":0.806}]"
1256,Eptacog Alfa Activado,Eptacog Alfa Activated,,revisar,B01AD10,Drotrecogina alfa (activado),0.778,"[{""codigo"":""B01AD10"",""nombre"":""Drotrecogina alfa (activado)"",""score"":0.778}]"
1257,Eptacog Beta Activado,Eptacog Alfa Activated,,sin_candidato,,,,[]
1260,Equisetum Arvense,Equisetum Arvense Top Extract,,sin_candidato,,,,[]
1261,Equisetum Arvense Exto Seco,Equisetum Arvense Top Extract,,sin_candidato,,,,[]
1263,Erbio Er-169 Citrato,24 Hr Tofacitinib 22 Mg Extended Release Oral Tablet [xeljanz],,revisar,V10AX04,Erbio (169Er) citrato coloidal,0.75,"[{""codigo"":""V10AX04"",""nombre"":""Erbio (169Er) citrato coloidal"",""score"":0.75}]"
1280,Eschscholtzia Californica Cham.,Eschscholzia Californica Extract,,sin_candidato,,,,[]
1286,Esencia  Pimpinella Anisum,Pimpinella Anisum Extract,,sin_candidato,,,,[]
1287,Esencia Almendras Amargas,,,sin_candidato,,,,[]
1288,Esencia Bergamota,Bergamot Orange Extract,,sin_candidato,,,,[]
1289,Esencia Canela,,,sin_candidato,,,,[]
1290,Esencia Cedro,Cedrol,,sin_candidato,,,,[]
1291,Esencia Clavo,,,sin_candidato,,,,[]
1292,Esencia De Azahar,,,sin_candidato,,,,[]
1293,Esencia De Oregano,,,sin_candidato,,,,[]
1294,Esencia Eucalipto,Eucalyptol,,sin_candidato,,,,[]
1295,Esencia Hierba Luisa,St. John's Wort Extract,,sin_candidato,,,,[]
1296,Esencia Limon,Citrus Limon Fruit Oil,,sin_candidato,,,,[]
1297,Esencia Melaleuca Viridiflora,,,sin_candidato,,,,[]
1298,Esencia Melissa Oficinalis,Melissa Officinalis Extract,,sin_candidato,,,,[]
1299,Esencia Naranja,,,sin_candidato,,,,[]
1300,Esencia Niauli,Oil Of Niaouli,,sin_candidato,,,,[]
1301,Esencia Pino,,,sin_candidato,,,,[]
1302,Esencia Rosmarinus Officinalis,Rosmarinus Officinalis Preparation,,sin_candidato,,,,[]
1303,Esencia Tomillo,,,sin_candidato,,,,[]
1304,Esencia Trementina,,,sin_candidato,,,,[]
1305,Esencia Vainillla,Vanilla Bean Allergenic Extract,,sin_candidato,,,,[]
1315,Espaglumico Acido,Iocetamic Acid,,revisar,R01AC05,Acido espaglumico,1,"[{""codigo"":""R01AC05"",""nombre"":""Acido espaglumico"",""score"":1},{""codigo"":""S01GX03"",""nombre"":""Acido espaglumico"",""score"":1},{""codigo"":""A16AA05"",""nombre"":""Acido carglumico"",""score"":0.818}]"
1319,Espirolactona,,,revisar,C03DA01,Espironolactona,0.867,"[{""codigo"":""C03DA01"",""nombre"":""Espironolactona"",""score"":0.867}]"
1322,Estaño Cloruro Dihidrato,Calcium Chloride,,sin_candidato,,,,[]
1323,Esteatita,,,sin_candidato,,,,[]
1326,Estigmas De Maiz,,,sin_candidato,,,,[]
1347,Eter Glicerico Del Guayacol,Del-aqua,,sin_candidato,,,,[]
1348,Etidronato Disodio,Etidronate Disodium,,sin_candidato,,,,[]
1349,Etidronico Acido,Etidronic Acid,,auto,M05BA01,Acido etidronico,1,"[{""codigo"":""M05BA01"",""nombre"":""Acido etidronico"",""score"":1},{""codigo"":""M05BA03"",""nombre"":""Acido pamidronico"",""score"":0.864},{""codigo"":""M05BA05"",""nombre"":""Acido tiludronico"",""score"":0.864}]"
1350,Etilendiamina,Ethylenediamine,,sin_candidato,,,,[]
1351,Etilendiamina Dihidrocloruro,Ethylenediamine,,sin_candidato,,,,[]
1352,Etilfenil Barbiturico,,,sin_candidato,,,,[]
1354,Etilico Alcohol,Ethanol,,sin_candidato,,,,[]
1355,Etilmercuritiosalicilato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
1356,Etilparaben,Ethyl-p-hydroxybenzoate,,sin_candidato,,,,[]
1358,Etocaina,,,revisar,N01BB07,Etidocaina,0.8,"[{""codigo"":""N01BB07"",""nombre"":""Etidocaina"",""score"":0.8},{""codigo"":""C05AD05"",""nombre"":""Procaina"",""score"":0.75},{""codigo"":""N01BA02"",""nombre"":""Procaina"",""score"":0.75}]"
1365,Eucalipto,Eucalyptol,,sin_candidato,,,,[]
1366,Eucaliptol,Eucalyptol,,sin_candidato,,,,[]
1367,Eucalyptus Globulus Hojas,Eucalyptus Globulus Leaf Extract,,sin_candidato,,,,[]
1368,Evernia Prunastri (l.) Ach.,Evernia Prunastri Extract,,sin_candidato,,,,[]
1375,Extracto Alergenico De Dermatophagoides Farinae,American House Dust Mite Allergenic Extract,,sin_candidato,,,,[]
1376,Extracto Alergenico De Dermatophagoides Pteronyssinus,,,sin_candidato,,,,[]
1378,Extracto Seco De Hiedra 10 %,Diethylstilbestrol,,sin_candidato,,,,[]
1380,Factor Antihemofilico B,Factor Ix,,sin_candidato,,,,[]
1381,Factor Antihemofilico Viii,Factor Viii,,sin_candidato,,,,[]
1382,Factor De Crecimiento Nervioso Humano Recombinante,"Antihemophilic Factor, Human Recombinant",,sin_candidato,,,,[]
1383,Factor Estabilizador De Fibrina,,,sin_candidato,,,,[]
1385,Factor Ii,Prothrombin,,sin_candidato,,,,[]
1386,Factor Inhibidor De Liberacion De Hormona Del Crecimiento,,,sin_candidato,,,,[]
1388,Factor P-p,,,sin_candidato,,,,[]
1389,Factor Stuart,Factor X,,sin_candidato,,,,[]
1392,Factor Viii Humano,Factor Viii,,sin_candidato,,,,[]
1400,Famtozinameran,"Sars-cov-2 (covid-19) Vaccine, Mrna-bnt162b2 Omicron (ba.4/ba.5)",,sin_candidato,,,,[]
1406,Feiba,Feiba,,sin_candidato,,,,[]
1412,Fenico Acido,Iocetamic Acid,,revisar,B03BB01,Acido folico,0.833,"[{""codigo"":""B03BB01"",""nombre"":""Acido folico"",""score"":0.833},{""codigo"":""M01AG01"",""nombre"":""Acido mefenamico"",""score"":0.8},{""codigo"":""G01AD02"",""nombre"":""Acido acetico"",""score"":0.786}]"
1413,Fenilalanina,Phenylalanine,,sin_candidato,,,,[]
1414,Fenilazodiaminopiridina,,,sin_candidato,,,,[]
1416,Fenilbutirato De Glicerilo,,,revisar,C01DA02,Trinitrato de glicerilo,0.821,"[{""codigo"":""C01DA02"",""nombre"":""Trinitrato de glicerilo"",""score"":0.821},{""codigo"":""C05AE01"",""nombre"":""Trinitrato de glicerilo"",""score"":0.821},{""codigo"":""D03AX07"",""nombre"":""Trinitrato de glicerilo"",""score"":0.821}]"
1417,Fenilbutirato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
1418,Fenilbutirico Acido,Iocetamic Acid,,revisar,N03AG03,Acido aminobutirico,0.808,"[{""codigo"":""N03AG03"",""nombre"":""Acido aminobutirico"",""score"":0.808},{""codigo"":""C04AC01"",""nombre"":""Acido nicotinico"",""score"":0.769},{""codigo"":""C10AD02"",""nombre"":""Acido nicotinico"",""score"":0.769}]"
1422,Feniletilbarbiturico,,,sin_candidato,,,,[]
1423,Feniletilmalonilcarbamida,,,sin_candidato,,,,[]
1425,Fenilmetano,,,sin_candidato,,,,[]
1442,Ferrocolina Citrato,Citrate,,revisar,B03AB06,Ferrico citrato,0.773,"[{""codigo"":""B03AB06"",""nombre"":""Ferrico citrato"",""score"":0.773}]"
1457,Fitato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
1458,Fitico Acido,Phytic Acid,,revisar,A09AB04,Acido citrico,0.857,"[{""codigo"":""A09AB04"",""nombre"":""Acido citrico"",""score"":0.857},{""codigo"":""B03BB01"",""nombre"":""Acido folico"",""score"":0.833},{""codigo"":""A16AX01"",""nombre"":""Acido tioctico"",""score"":0.813}]"
1460,Flavoglucosido,,,sin_candidato,,,,[]
1474,Flufenamico Acido,Flufenamic Acid,,auto,M01AG03,Acido flufenamico,1,"[{""codigo"":""M01AG03"",""nombre"":""Acido flufenamico"",""score"":1},{""codigo"":""M01AG01"",""nombre"":""Acido mefenamico"",""score"":0.864},{""codigo"":""M01AG02"",""nombre"":""Acido tolfenamico"",""score"":0.864}]"
1504,Foeniculum Vulgare,,,sin_candidato,,,,[]
1506,Foliculo Estimulante Hormona,Follicle Stimulating Hormone,,sin_candidato,,,,[]
1507,Folinato Calcio,Calcium,,sin_candidato,,,,[]
1508,Folinico Acido,Leucovorin,,revisar,J01MB05,Acido oxolinico,0.889,"[{""codigo"":""J01MB05"",""nombre"":""Acido oxolinico"",""score"":0.889},{""codigo"":""B03BB01"",""nombre"":""Acido folico"",""score"":0.875},{""codigo"":""V08AA06"",""nombre"":""Acido ioglicico"",""score"":0.833}]"
1514,Formil Paraminobencenosulfanilamidotiazol,Glycerol Formal,,sin_candidato,,,,[]
1515,Formilsulfamidotiazol,,,sin_candidato,,,,[]
1516,Formilsulfanilamidotiazol,,,sin_candidato,,,,[]
1518,Formolparaminobenceno Sulfanilamidotiazol,Sulfathiazole,,sin_candidato,,,,[]
1519,Formolsulfanilamidotiazol,,,sin_candidato,,,,[]
1520,Formosulfamidotiazol,,,sin_candidato,,,,[]
1528,Foscarbidopa,Foscarbidopa,,sin_candidato,,,,[]
1531,Fosfato Disodio,Calcium Phosphate,,sin_candidato,,,,[]
1532,Fosfato Disodio Anhidro,Calcium Phosphate,,sin_candidato,,,,[]
1533,Fosfato Disodio Dihidrato,Tyrosine Disodium Dihydrate,,sin_candidato,,,,[]
1534,Fosfato Disodio Dodecahidrato,,,sin_candidato,,,,[]
1535,Fosfato Monosodio Dihidrato,Calcium Phosphate,,sin_candidato,,,,[]
1536,Fosfato Potasico Dibasico,Calcium Phosphate,,sin_candidato,,,,[]
1541,Fosfonomicina,,,revisar,J01XX01,Fosfomicina,0.846,"[{""codigo"":""J01XX01"",""nombre"":""Fosfomicina"",""score"":0.846},{""codigo"":""S02AA17"",""nombre"":""Fosfomicina"",""score"":0.846}]"
1543,Fosnetupitant,Fosnetupitant,,sin_candidato,,,,[]
1549,Fragaria Vesca,Fragaria Vesca Fruit Juice,,sin_candidato,,,,[]
1550,Frambuesa,,,sin_candidato,,,,[]
1553,Frangula,Frangula Preparation,,sin_candidato,,,,[]
1557,Frusemida,Furosemide,,revisar,C03CA01,Furosemida,0.8,"[{""codigo"":""C03CA01"",""nombre"":""Furosemida"",""score"":0.8}]"
1558,Ftorafur,,,sin_candidato,,,,[]
1560,Fumarato De Dimetilo,,,revisar,P03BX02,Ftalato de dimetilo,0.875,"[{""codigo"":""P03BX02"",""nombre"":""Ftalato de dimetilo"",""score"":0.875},{""codigo"":""L04AX11"",""nombre"":""Fumarato de monometilo"",""score"":0.867},{""codigo"":""P03BX03"",""nombre"":""Ftalato de dibutilo"",""score"":0.792}]"
1562,Fumarato Hierro,Iron,,sin_candidato,,,,[]
